ID	DiseaseName	DiseaseID	AltDiseaseIDs	Synonyms
/d/12823	Polythelia, Familial	MESH:C562557	na	Accessory Nipples|Nipples, Supernumerary|Polymastia
/d/14499	Pontocerebellar Hypoplasia	MESH:C580383	DO:DOID:0060264	Congenital Pontocerebellar Hypoplasia
/d/14500	Pontocerebellar Hypoplasia Type 1	MESH:C548069	OMIM:607596	PCH1|PCH1A|Pontocerebellar Hypoplasia, Type 1a|Pontocerebellar Hypoplasia With Anterior Horn Cell Disease|Pontocerebellar Hypoplasia With Infantile Spinal Muscular Atrophy
/d/14501	PONTOCEREBELLAR HYPOPLASIA, TYPE 10	OMIM:615803	DO:DOID:0060279	PCH10
/d/14503	PONTOCEREBELLAR HYPOPLASIA, TYPE 1B	OMIM:614678	DO:DOID:0060266	PCH1B
/d/14504	PONTOCEREBELLAR HYPOPLASIA, TYPE 1C	OMIM:616081	na	HYPOMYELINATION WITH SPINAL MUSCULAR ATROPHY AND CEREBELLAR HYPOPLASIA|PCH1C
/d/14509	Pontocerebellar Hypoplasia Type 2	MESH:C548070	na	na
/d/14505	Pontocerebellar Hypoplasia Type 2A	MESH:C564738	DO:DOID:0060267|OMIM:277470	PCH2|PCH2A|PONTOCEREBELLAR HYPOPLASIA, TYPE 2A|Pontocerebellar Hypoplasia with Progressive Cerebral Atrophy|Volendam Neurodegenerative Disease
/d/14506	Pontocerebellar Hypoplasia Type 2B	MESH:C567325	DO:DOID:0060268|OMIM:612389	PCH2B|PONTOCEREBELLAR HYPOPLASIA, TYPE 2B
/d/14507	Pontocerebellar Hypoplasia Type 2C	MESH:C567324	DO:DOID:0060269|OMIM:612390	PCH2C|PONTOCEREBELLAR HYPOPLASIA, TYPE 2C
/d/14508	PONTOCEREBELLAR HYPOPLASIA, TYPE 2D	OMIM:613811	DO:DOID:0060270	CEREBELLOCEREBRAL ATROPHY, PROGRESSIVE|PCCA|PCH2D
/d/14509	PONTOCEREBELLAR HYPOPLASIA, TYPE 2E	OMIM:615851	DO:DOID:0060271	PCH2E
/d/14510	Pontocerebellar Hypoplasia Type 3	MESH:C548072	DO:DOID:0060272|OMIM:608027	Cerebellar Atrophy With Progressive Microcephaly|CLAM|PCH3|Pch With Optic Atrophy|PONTOCEREBELLAR HYPOPLASIA, TYPE 3
/d/14511	PONTOCEREBELLAR HYPOPLASIA, TYPE 4	OMIM:225753	DO:DOID:0060273	ENCEPHALOPATHY, FATAL INFANTILE, WITH OLIVOPONTOCEREBELLAR HYPOPLASIA|PCH4
/d/14513	Pontocerebellar Hypoplasia Type 6	MESH:C548074	DO:DOID:0060275|OMIM:611523	Encephalopathy, Fatal Infantile, With Mitochondrial Respiratory Chain Defects|PCH6|PONTOCEREBELLAR HYPOPLASIA, TYPE 6
/d/14514	PONTOCEREBELLAR HYPOPLASIA, TYPE 7	OMIM:614969	DO:DOID:0060276	PCH7
/d/14515	PONTOCEREBELLAR HYPOPLASIA, TYPE 8	OMIM:614961	DO:DOID:0060277	PCH8
/d/14516	PONTOCEREBELLAR HYPOPLASIA, TYPE 9	OMIM:615809	DO:DOID:0060278	PCH9
/d/13737	Popliteal Pterygium Syndrome	MESH:C562509	DO:DOID:0060055|OMIM:119500	Cleft Lip-Palate, Paramedian Mucous Cysts Of The Lower Lip, Popliteal Pterygium, Digital And Genital Anomalies|CLEFT LIP/PALATE, PARAMEDIAN MUCOUS CYSTS OF THE LOWER LIP, POPLITEAL PTERYGIUM, DIGITAL AND GENITAL ANOMALIES|Faciogenitopopliteal Syndrome|Facio-Genito-Popliteal Syndrome|PPS
/d/01985	Popliteal Pterygium Syndrome, Lethal Type	MESH:C564874	OMIM:263650	Aslan Multiple Pterygium Syndrome|Bartsocas-Papas Syndrome|BPS|Multiple Pterygium Syndrome, Aslan Type|Pterygium, Popliteal, Lethal Type
/d/14523	Porencephaly	MESH:D065708	DO:DOID:0060263|OMIM:175780|OMIM:614483	ADT1P|Autosomal Dominant Porencephaly Type 1|Congenital Porencephaly|Developmental Porencephaly|Encephaloclastic Porencephaly|Familial Porencephalic White Matter Disease|Familial Porencephaly|HEMIPLEGIA, INFANTILE, WITH PORENCEPHALY PORENCEPHALY, TYPE 1|Infantile Hemiplegia with Porencephaly|POREN1|POREN2|Porencephalies|PORENCEPHALY 1|PORENCEPHALY 2|Porencephaly, Congenital|Porencephaly, Developmental|Porencephaly, Encephaloclastic|Porencephaly, Familial|Porencephaly, Post-traumatic|Porencephaly Type 1|Porencephaly, Type 1|Porencephaly, Type 1, Autosomal Dominant|Porencephaly Type 1s|Post traumatic Porencephaly|Post-traumatic Porencephaly|T1P|Type 1 Porencephaly
/d/14528	Porokeratosis	MESH:D017499	DO:DOID:3805	Disseminated Superficial Actinic Porokeratosis|Keratoderma Palmoplantar, Punctate Type 2|Linear Porokeratosis|Mibelli Porokeratosis|Palmoplantar Porokeratosis|Porokeratosis, Disseminated Superficial Actinic|Porokeratosis, Disseminated Superficial Actinic 2|Porokeratosis, Disseminated Superficial Actinic, 2|Porokeratosis, Linear|Porokeratosis, Mibelli|Porokeratosis of Mibelli|Porokeratosis Palmaris et Plantaris Disseminata|Porokeratosis, Palmar, Plantar, And Disseminated 1|Porokeratosis, Palmoplantar|Porokeratosis Plantaris Palmaris et Disseminata|Porokeratosis Plantaris, Palmaris, Et Disseminata|Porokeratosis, Punctate|Punctate Porokeratosis|Type 2 Punctate PPK
/d/14531	POROKERATOSIS 7, MULTIPLE TYPES	OMIM:614714	na	POROK7
/d/14532	POROKERATOSIS 8, DISSEMINATED SUPERFICIAL ACTINIC TYPE	OMIM:616063	na	POROK8
/d/14533	POROKERATOSIS 9, MULTIPLE TYPES	OMIM:616631	na	POROK9
/d/14528	Porokeratosis, disseminated superficial actinic 1	MESH:C536339	OMIM:175900	DSAP1|POROK3|POROKERATOSIS 3, MULTIPLE TYPES|Porokeratosis, Disseminated Superficial Actinic, 1
/d/14529	Porokeratosis punctata palmaris et plantaris	MESH:C536338	OMIM:175850	Keratoderma, Palmoplantar, Punctate Type Ii|POROK2|POROKERATOSIS 2, PALMAR, PLANTAR, AND DISSEMINATED TYPE|POROKERATOSIS PALMARIS ET PLANTARIS DISSEMINATA|POROKERATOSIS, PALMAR, PLANTAR, AND DISSEMINATED|POROKERATOSIS, PALMAR, PLANTAR, AND DISSEMINATED, 1|POROKERATOSIS PLANTARIS PALMARIS ET DISSEMINATA|PPPD|PPPD1
/d/06071	Poroma	MESH:D057091	na	Apocrine Poroma|Apocrine Poromas|Eccrine Poroma|Hidracanthoma Simplex|Poroma, Apocrine|Poromas|Poromas, Apocrine|Simplex, Hidracanthoma
/d/14538	Porphyria, Acute Hepatic	MESH:C562618	OMIM:612740	ALAD Deficiency|Delta-Aminolevulinate Dehydratase Deficiency|Doss Porphyria|DOSS PORPHYRIA  LEAD POISONING, SUSCEPTIBILITY TO, INCLUDED|Porphobilinogen Synthase Deficiency|PORPHYRIA, ALAD
/d/00439	Porphyria, Acute Intermittent	MESH:D017118	DO:DOID:3890|OMIM:176000	Acute Intermittent Porphyria|Acute Intermittent Porphyrias|Acute Porphyria|Acute Porphyrias|AIP|Deaminase Deficiencies, Porphobilinogen|Deaminase Deficiency, Porphobilinogen|Deficiencies, Hydroxymethylbilane Synthase|Deficiencies, PBGD|Deficiencies, Porphobilinogen Deaminase|Deficiencies, UPS|Deficiencies, Uroporphyrinogen Synthase|Deficiency, Hydroxymethylbilane Synthase|Deficiency, PBGD|Deficiency, Porphobilinogen Deaminase|Deficiency, UPS|Deficiency, Uroporphyrinogen Synthase|Hydroxymethylbilane Synthase Deficiencies|Hydroxymethylbilane Synthase Deficiency|Intermittent Porphyria, Acute|Intermittent Porphyrias, Acute|PBGD Deficiencies|PBGD Deficiency|PORC, INCLUDED|Porphobilinogen Deaminase Deficiencies|Porphobilinogen Deaminase Deficiency|Porphyria, Acute|PORPHYRIA, CHESTER TYPE, INCLUDED|Porphyrias, Acute|Porphyrias, Acute Intermittent|Porphyrias, Swedish Type|Porphyria, Swedish Type|Swedish Type Porphyria|Swedish Type Porphyrias|Synthase Deficiencies, Hydroxymethylbilane|Synthase Deficiencies, Uroporphyrinogen|Synthase Deficiency, Hydroxymethylbilane|Synthase Deficiency, Uroporphyrinogen|Type Porphyrias, Swedish|Type Porphyria, Swedish|UPS Deficiencies|UPS Deficiency|UPS DEFICIENCY PORPHYRIA, ACUTE INTERMITTENT, NONERYTHROID VARIANT, INCLUDED|Uroporphyrinogen Synthase Deficiencies|Uroporphyrinogen Synthase Deficiency
/d/14539	Porphyria, Acute Intermittent, Nonerythroid Variant	MESH:C566769	na	na
/d/03459	Porphyria, Chester type	MESH:C536341	na	na
/d/06964	Porphyria Cutanea Tarda	MESH:D017119	DO:DOID:3132|OMIM:176100	HEP, INCLUDED|PCT|PCT, 'FAMILIAL' TYPE|PCT, TYPE II|PORPHYRIA CUTANEA TARDA, TYPE II|PORPHYRIA, HEPATOCUTANEOUS TYPE|UROD DEFICIENCY  PORPHYRIA, HEPATOERYTHROPOIETIC, INCLUDED|UROPORPHYRINOGEN DECARBOXYLASE DEFICIENCY
/d/14542	Porphyria Cutanea Tarda, Type I	MESH:C566768	na	PCT, Sporadic Type|PCT, Type I
/d/04615	Porphyria, Erythropoietic	MESH:D017092	DO:DOID:13271|OMIM:263700	CEP|Congenital Erythropoietic Porphyria|Congenital Erythropoietic Porphyrias|Deficiency of Uroporphyrinogen III Synthase|Erythropoietic Porphyria|Erythropoietic Porphyria, Congenital|Erythropoietic Porphyrias|Erythropoietic Porphyrias, Congenital|Gunther Disease|Gunther's Disease|Gunthers Disease|Porphyria, Congenital Erythropoietic|Porphyria, Erythropoietic, Congenital|Porphyrias, Congenital Erythropoietic|Porphyrias, Erythropoietic|UROPORPHYRINOGEN III SYNTHASE DEFICIENCY|Uroporphyrinogen III Synthase, Deficiency of|UROS Deficiency
/d/14541	Porphyria, Hepatoerythropoietic	MESH:D017121	DO:DOID:5230	Erythrohepatic Porphyria|Erythrohepatic Porphyrias|Hepatoerythropoietic Porphyria|Hepatoerythropoietic Porphyrias|Porphyria, Erythrohepatic|Porphyrias, Erythrohepatic|Porphyrias, Hepatoerythropoietic
/d/14537	Porphyrias	MESH:D011164	DO:DOID:13268	Disorder, Porphyrin|Disorders, Porphyrin|Porphyria|Porphyrin Disorder|Porphyrin Disorders
/d/00493	Porphyrias, Hepatic	MESH:D017094	DO:DOID:3133	Hepatic Porphyria|Hepatic Porphyrias|Porphyria, Hepatic
/d/14543	Porphyria, South African type	MESH:C538659	OMIM:176200	PORPHYRIA, SOUTH AFRICAN TYPE|PORPHYRIA VARIEGATA|PPOX DEFICIENCY VARIEGATE PORPHYRIA, HOMOZYGOUS VARIANT, INCLUDED|PROTOPORPHYRINOGEN OXIDASE DEFICIENCY|VARIEGATE PORPHYRIA|VP
/d/14543	Porphyria, Variegate	MESH:D046350	DO:DOID:4346	Deficiencies, Protoporphyrinogen Oxidase|Porphyria Variegata|Porphyria Variegate|Porphyria Variegates|Ppox Deficiency|Protoporphyrinogen Oxidase Deficiency|Variegate Porphyria|Variegate, Porphyria|Variegates, Porphyria
/d/02763	Port-Wine Stain	MESH:D019339	na	Nevus Flammeus|Port Wine Stain|Port-Wine Stains|Stain, Port-Wine|Stains, Port-Wine
/d/14549	Postaxial Oligodactyly, Tetramelic	MESH:C566767	na	na
/d/14559	Postcholecystectomy Syndrome	MESH:D017562	DO:DOID:9740	Post Cholecystectomy Syndrome|Post-Cholecystectomy Syndrome|Postcholecystectomy Syndromes|Post-Cholecystectomy Syndromes|Postcholedochoduodenostomy Syndrome|Post Choledochoduodenostomy Syndrome|Post-Choledochoduodenostomy Syndrome|Postcholedochoduodenostomy Syndromes|Post-Choledochoduodenostomy Syndromes|Postcholedochojejunostomy Syndrome|Post Choledochojejunostomy Syndrome|Post-Choledochojejunostomy Syndrome|Postcholedochojejunostomy Syndromes|Post-Choledochojejunostomy Syndromes|Postcholedochostomy Syndrome|Post Choledochostomy Syndrome|Post-Choledochostomy Syndrome|Postcholedochostomy Syndromes|Post-Choledochostomy Syndromes|Sump Syndrome|Sump Syndromes|Syndrome, Postcholecystectomy|Syndrome, Post-Cholecystectomy|Syndrome, Postcholedochoduodenostomy|Syndrome, Post-Choledochoduodenostomy|Syndrome, Postcholedochojejunostomy|Syndrome, Post-Choledochojejunostomy|Syndrome, Postcholedochostomy|Syndrome, Post-Choledochostomy|Syndromes, Postcholecystectomy|Syndromes, Post-Cholecystectomy|Syndromes, Postcholedochoduodenostomy|Syndromes, Post-Choledochoduodenostomy|Syndromes, Postcholedochojejunostomy|Syndromes, Post-Choledochojejunostomy|Syndromes, Postcholedochostomy|Syndromes, Post-Choledochostomy|Syndromes, Sump|Syndrome, Sump
/d/14563	Posterior column ataxia	MESH:C536342	na	Biemond ataxia
/d/01552	Posterior column ataxia with retinitis pigmentosa	MESH:C536343	OMIM:609033	AXPC1|PCARP
/d/05890	Postgastrectomy Syndromes	MESH:D011178	DO:DOID:8439	Postgastrectomy Syndrome|Syndrome, Postgastrectomy|Syndromes, Postgastrectomy
/d/14600	Postphlebitic Syndrome	MESH:D011186	DO:DOID:2364	Disease, Postphlebitic|Diseases, Postphlebitic|Postphlebitic Disease|Postphlebitic Diseases|Postphlebitic Syndromes|Postphlebitic Ulcer|Postphlebitic Ulcers|Syndrome, Postphlebitic|Syndromes, Postphlebitic|Ulcer, Postphlebitic|Ulcers, Postphlebitic
/d/14592	Postpoliomyelitis Syndrome	MESH:D016262	DO:DOID:4952	Muscular Atrophies, Postpoliomyelitis|Muscular Atrophies, Post-Poliomyelitis|Muscular Atrophy, Postpoliomyelitis|Muscular Atrophy, Post-Poliomyelitis|Postpoliomyelitis Muscular Atrophies|Post-Poliomyelitis Muscular Atrophies|Postpoliomyelitis Muscular Atrophy|Post Poliomyelitis Muscular Atrophy|Post-Poliomyelitis Muscular Atrophy|Post Poliomyelitis Syndrome|Post-Poliomyelitis Syndrome|Post-Polio Syndrome|Post-Polio Syndromes
/d/14596	Postural Orthostatic Tachycardia Syndrome	MESH:D054972	na	Postural Tachycardia Syndrome|Syndrome, Postural Tachycardia|Tachycardia Syndrome, Postural
/d/08660	Potassium aggravated myotonia	MESH:C538353	OMIM:608390	Myotonia congenita, acetazolamide-responsive|Myotonia congenita, atypical|MYOTONIA CONGENITA, ATYPICAL LARYNGOSPASM, SEVERE NEONATAL EPISODIC, INCLUDED|MYOTONIA FLUCTUANS|Myotonia permanens|Myotonia, Potassium-Aggravated|Potassium-Aggravated Myotonia|SNEL, INCLUDED|SODIUM CHANNEL MUSCLE DISEASE|Sodium Channel Myotonia
/d/14606	Potato nose	MESH:C538354	na	Nose, anomalous shape of
/d/14607	Potocki-Lupski syndrome	MESH:C538355	OMIM:610883	Chromosome 17p11.2 Duplication Syndrome|Duplication 17p11.2 syndrome|Potocki-Lupski syndrome (dup(17)(p11.2p11.2))|PTLS
/d/13337	Potocki-Shaffer syndrome	MESH:C538356	OMIM:601224	Chromosome 11p11.2 Deletion Syndrome|Defect11 Syndrome|Deletion of chromosome 11p11.2|Exostoses, Multiple, Type II|P11PDS|Proximal 11P deletion syndrome|PSS
/d/14414	Potter Type III Polycystic Kidney Disease	MESH:C566792	na	na
/d/14615	Pouchitis	MESH:D019449	na	Ileitis, Pouch|Pouch Ileitis
/d/14137	Powell Chandra Saal syndrome	MESH:C538357	na	PHAVER syndrome|Vertebral, radial, congenital heart, and ear defects
/d/09844	Powell Venencie Gordon syndrome	MESH:C538358	na	Keratoderma and spastic paralysis|Punctate keratoderma and spastic paralysis
/d/11702	Poxviridae Infections	MESH:D011213	DO:DOID:8729	Infection, Poxviridae|Infection, Poxvirus|Infections, Poxviridae|Infections, Poxvirus|Milker Nodes|Milker's Node|Milker's Nodes|Milkers Nodes|Node, Milker's|Nodes, Milker's|Poxviridae Infection|Poxvirus Infection|Poxvirus Infections
/d/14618	Ppm-X Syndrome	MESH:C580387	na	na
/d/14620	Prader-Willi habitus, osteopenia, and camptodactyly	MESH:C538276	na	Urban Rogers Meyer syndrome|Urban-Rogers-Meyer Syndrome
/d/14621	Prader-Willi-Like Syndrome Associated With Chromosome 6	MESH:C566764	na	na
/d/14623	Prader-Willi Syndrome	MESH:D011218	DO:DOID:11983|OMIM:176270	Labhart Willi Prader Fanconi Syndrome|Labhart-Willi-Prader-Fanconi Syndrome|Labhart Willi Syndrome|Labhart-Willi Syndrome|Prader Labhart Willi Syndrome|Prader-Labhart-Willi Syndrome|PRADER-LABHART-WILLI SYNDROME PRADER-WILLI SYNDROME CHROMOSOME REGION, INCLUDED|PRADER-WILLI-LIKE SYNDROME ASSOCIATED WITH CHROMOSOME 6, INCLUDED|Prader Willi Syndrome|PWCR, INCLUDED|PWS|Royer's Syndrome|Royers Syndrome|Royer Syndrome|Syndrome, Labhart-Willi|Syndrome, Labhart-Willi-Prader-Fanconi|Syndrome, Prader-Labhart-Willi|Syndrome, Prader-Willi|Syndrome, Royer|Syndrome, Royer's|Syndrome, Willi-Prader|Willi Prader Syndrome|Willi-Prader Syndrome
/d/00325	Prata Lib챕ral Gon챌alves syndrome	MESH:C538277	na	Brachydactyly, scoliosis, spina bifida occulta, and carpal synostosis|Prata Liberal Goncalves syndrome
/d/07982	Preaxial deficiency, postaxial polydactyly and hypospadias	MESH:C538278	OMIM:176305	Autosomal dominant preaxial deficiency, postaxial polydactyly, and hypospadias|Guttmacher syndrome|Preaxial Deficiency, Postaxial Polydactyly, And Hypospadias
/d/14631	Preaxial Hallucal Polydactyly	MESH:C566632	na	na
/d/03138	Precocious Puberty, Central	MESH:C562787	OMIM:176400|OMIM:615346	CPPB1|CPPB2|PRECOCIOUS PUBERTY, CENTRAL, 1|PRECOCIOUS PUBERTY, CENTRAL, 2
/d/00447	Precursor Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054198	DO:DOID:5600|OMIM:613065|OMIM:613067|OMIM:615545	Acute Lymphoblastic Leukemia|Acute Lymphocytic Leukemia|Acute Lymphoid Leukemia|ALL|ALL1, INCLUDED|ALL2|ALL3|ALL, Childhood|Childhood ALL|L1 Lymphocytic Leukemia|L2 Lymphocytic Leukemia|Leukemia, Acute Lymphoblastic|LEUKEMIA, ACUTE LYMPHOBLASTIC, B-HYPERDIPLOID, SUSCEPTIBILITY TO, INCLUDED|LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 1, INCLUDED|LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 2|LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3|Leukemia, Acute Lymphocytic|LEUKEMIA, ACUTE LYMPHOCYTIC, SUSCEPTIBILITY TO, 1, INCLUDED|LEUKEMIA, ACUTE LYMPHOCYTIC, SUSCEPTIBILITY TO, 2|Leukemia, Acute Lymphoid|LEUKEMIA, B-CELL ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, INCLUDED|Leukemia, L1 Lymphocytic|Leukemia, L2 Lymphocytic|Leukemia, Lymphoblastic|Leukemia, Lymphoblastic, Acute|Leukemia, Lymphoblastic, Acute, L1|Leukemia, Lymphoblastic, Acute, L2|Leukemia, Lymphoblastic, Acute, Philadelphia-Positive|Leukemia, Lymphocytic, Acute|Leukemia, Lymphocytic, Acute, L1|Leukemia, Lymphocytic, Acute, L2|Leukemia, Lymphoid, Acute|LEUKEMIA, T-CELL ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, INCLUDED|Lymphoblastic Leukemia|Lymphoblastic Leukemia, Acute|Lymphoblastic Leukemia, Acute, Adult|Lymphoblastic Leukemia, Acute, Childhood|Lymphoblastic Leukemia, Acute, L1|Lymphoblastic Leukemia, Acute, L2|Lymphoblastic Lymphoma|Lymphocytic Leukemia, Acute|Lymphocytic Leukemia, L1|Lymphocytic Leukemia, L2|Lymphoid Leukemia, Acute|Lymphoma, Lymphoblastic|Precursor Cell Lymphoblastic Leukemia Lymphoma
/d/00519	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054218	na	Acute T-Cell Leukemia|Acute T-Cell Leukemias|Acute T-Lymphocytic Leukemia|Acute T-Lymphocytic Leukemias|Leukemia, Acute T-Cell|Leukemia, Acute T-Lymphocytic|Leukemia, Lymphoblastic, Acute, T Cell|Leukemia, Lymphoblastic, Acute, T-Cell|Leukemia, Lymphocytic, Acute T Cell|Leukemia, Lymphocytic, Acute, T-Cell|Leukemias, Acute T-Cell|Leukemias, Acute T-Lymphocytic|Leukemia, T-Cell, Acute|Lymphoblastic Leukemia, Acute, T Cell|Lymphoblastic Leukemia, Acute, T-Cell|Lymphocytic Leukemia, T Cell, Acute|Lymphocytic Leukemia, T-Cell, Acute|Precursor T Cell Lymphoblastic Leukemia|Precursor T-Cell Lymphoblastic Leukemia|Precursor T Cell Lymphoblastic Leukemia Lymphoma|Precursor T Cell Lymphoblastic Lymphoma|Precursor T-Cell Lymphoblastic Lymphoma|T-ALL|T-Cell Acute Lymphocytic Leukemia|T Cell Leukemia, Acute|T-Cell Leukemia, Acute|T-Cell Leukemias, Acute|T Lymphocytic Leukemia, Acute|T-Lymphocytic Leukemia, Acute|T-Lymphocytic Leukemias, Acute
/d/14648	Prediabetic State	MESH:D011236	DO:DOID:11716	Prediabetes|Prediabetic States|State, Prediabetic|States, Prediabetic
/d/14691	Pre-Eclampsia	MESH:D011225	DO:DOID:10591|OMIM:189800|OMIM:609402|OMIM:609403|OMIM:609404|OMIM:614595	1, Preeclampsia Eclampsia|1s, Preeclampsia Eclampsia|Eclampsia 1, Preeclampsia|Eclampsia 1s, Preeclampsia|Edema Proteinuria Hypertension Gestosis|Edema-Proteinuria-Hypertension Gestosis|EPH Complex|EPH Gestosis|EPH Toxemia|EPH Toxemias|Gestosis, Edema-Proteinuria-Hypertension|Gestosis, EPH|Gestosis, Hypertension-Edema-Proteinuria|Gestosis, Proteinuria-Edema-Hypertension|HELLP, INCLUDED|HEMOLYSIS, ELEVATED LIVER ENZYMES, AND LOW PLATELET COUNT, INCLUDED|Hypertension Edema Proteinuria Gestosis|Hypertension-Edema-Proteinuria Gestosis|Of Pregnancies, Toxemia|Of Pregnancy, Toxemia|PEE|PEE1|PEE2|PEE3|PEE4|PEE5|Preeclampsia|Pre Eclampsia|Preeclampsia Eclampsia 1|PREECLAMPSIA/ECLAMPSIA 1|Preeclampsia Eclampsia 1s|PREECLAMPSIA/ECLAMPSIA 2|PREECLAMPSIA/ECLAMPSIA 3|PREECLAMPSIA/ECLAMPSIA 4|PREECLAMPSIA/ECLAMPSIA 5|PREG1|Pregnancies, Toxemia Of|Pregnancy Toxemia|Pregnancy, Toxemia Of|Pregnancy Toxemias|Proteinuria Edema Hypertension Gestosis|Proteinuria-Edema-Hypertension Gestosis|Toxemia, EPH|Toxemia Of Pregnancies|Toxemia Of Pregnancy|TOXEMIA OF PREGNANCY HYPERTENSION, PREGNANCY-INDUCED, INCLUDED|Toxemia, Pregnancy|Toxemias, EPH|Toxemias, Pregnancy
/d/14651	Preeclampsia Eclampsia 2	MESH:C563726	na	na
/d/14652	Preeclampsia Eclampsia 3	MESH:C563725	na	na
/d/18785	Pre-Excitation Syndromes	MESH:D011226	na	Preexcitation Syndrome|Pre-Excitation Syndrome|Preexcitation Syndromes|Pre Excitation Syndromes
/d/14655	Preeyasombat Varavithya syndrome	MESH:C535269	na	Fanconi syndrome caused by degraded tetracycline
/d/14304	Pregnancy Complications	MESH:D011248	DO:DOID:780	Complication, Pregnancy|Complications, Pregnancy|Pregnancy Complication
/d/06132	Pregnancy, Ectopic	MESH:D011271	DO:DOID:0060329	Ectopic Pregnancies|Ectopic Pregnancy|Extrauterine Pregnancies|Extrauterine Pregnancy|Pregnancies, Ectopic|Pregnancies, Extrauterine|Pregnancy, Extrauterine
/d/14658	PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 1	OMIM:614389	na	ABORTION, SPONTANEOUS, RECURRENT|EMBRYONIC LOSS, RECURRENT|FETAL LOSS, RECURRENT, SUSCEPTIBILITY TO|MISCARRIAGE, RECURRENT|RPL|RPRGL|RPRGL1|STILLBIRTH, RECURRENT
/d/14659	PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 2	OMIM:614390	na	RPRGL2
/d/14660	PREGNANCY LOSS, RECURRENT, SUSCEPTIBILITY TO, 3	OMIM:614391	na	RPRGL3
/d/14662	PREIMPLANTATION EMBRYONIC LETHALITY 1	OMIM:616814	na	PREMBL|PREMBL1
/d/07246	Prekallikrein Deficiency	MESH:C562725	OMIM:612423	Fletcher Factor Deficiency|PKK Deficiency
/d/14667	PREMATURE CHROMATID SEPARATION TRAIT	OMIM:176430	na	PCS|TOTAL PREMATURE CHROMATID SEPARATION TRAIT
/d/14669	Premature Ejaculation	MESH:D061686	DO:DOID:13709	Ejaculation, Premature|Ejaculations, Premature|Ejaculatio Praecox|Ejaculatio Praecoxs|Praecox, Ejaculatio|Praecoxs, Ejaculatio|Premature Ejaculations
/d/14673	PREMATURE OVARIAN FAILURE 10	OMIM:612885	na	MENOPAUSE, NATURAL, AGE AT, QUANTITATIVE TRAIT LOCUS 3, INCLUDED|MENOQ3, INCLUDED|POF10
/d/14671	Premature Ovarian Failure 2a	MESH:C564498	OMIM:300511	POF2A
/d/14674	Premature Ovarian Failure 2b	MESH:C564476	OMIM:300604	POF2B
/d/14675	Premature Ovarian Failure 3	MESH:C563816	OMIM:608996	POF3
/d/14676	Premature Ovarian Failure 5	MESH:C566921	OMIM:611548	Pof5
/d/14677	Premature Ovarian Failure 6	MESH:C567351	OMIM:612310	POF6
/d/14678	Premature Ovarian Failure 7	MESH:C567838	OMIM:612964	ADRENAL INSUFFICIENCY, NR5A1-RELATED, INCLUDED|Pof7
/d/14679	PREMATURE OVARIAN FAILURE 8	OMIM:615723	DO:DOID:5426	POF8
/d/14680	PREMATURE OVARIAN FAILURE 9	OMIM:615724	DO:DOID:5426	POF9
/d/14681	Premature ovarian failure, familial	MESH:C535272	na	Familial premature ovarian failure|Idiopathic familial premature ovarian failure
/d/14437	Premenstrual Syndrome	MESH:D011293	DO:DOID:727	Premenstrual Syndromes|Premenstrual Tension|Premenstrual Tensions|Syndrome, Premenstrual|Syndromes, Premenstrual|Tension, Premenstrual|Tensions, Premenstrual
/d/14686	Presbyopia	MESH:D011305	DO:DOID:11638	Presbyopias
/d/00919	Presenile And Senile Dementia	MESH:C563254	na	na
/d/14687	Presenile dementia, Kraepelin type	MESH:C535273	na	Catatonia of Kraepelin|Kraepelin disease
/d/06355	Presentey Anomaly	MESH:C564893	OMIM:261500	EOSINOPHIL PEROXIDASE DEFICIENCY|Eosinophil Peroxidase Deficiency, Partial|EPXD|Peroxidase and Phospholipid Deficiency in Eosinophils|PRESENTEY ANOMALY
/d/05350	Pressure Ulcer	MESH:D003668	DO:DOID:8717	Bedsore|Bed Sore|Bedsores|Bed Sores|Decubitus Ulcer|Decubitus Ulcers|Pressure Sore|Pressure Sores|Pressure Ulcers|Sore, Bed|Sore, Pressure|Sores, Bed|Sores, Pressure|Ulcer, Decubitus|Ulcer, Pressure|Ulcers, Decubitus|Ulcers, Pressure
/d/14689	Preterm Premature Rupture of the Membranes	MESH:C563032	OMIM:610504	PPROM
/d/14693	Priapism	MESH:D011317	DO:DOID:9286	Priapisms
/d/14693	Priapism, familial idiopathic	MESH:C531791	OMIM:176620	Familial idiopathic priapism
